system:index,NDVI,type
1_2_LE07_188023_20211024_00000000000000000005,,fields_abandoned
1_2_LE07_188023_20211024_00000000000000000006,0.43843028342781204,wetlands
1_2_LE07_188023_20220213_00000000000000000000,,conifer_disturbed
1_2_LE07_188023_20220213_00000000000000000001,,conifer_not_disturbed
1_2_LE07_188023_20220213_00000000000000000002,,deciduous
1_2_LE07_188023_20220213_00000000000000000003,,grassland_mowed
1_2_LE07_188023_20220213_00000000000000000004,,fields_cultivated
1_2_LE07_188023_20220213_00000000000000000005,,fields_abandoned
1_2_LE07_188023_20220213_00000000000000000006,,wetlands
1_2_LE07_188023_20220301_00000000000000000000,,conifer_disturbed
1_2_LE07_188023_20220301_00000000000000000001,,conifer_not_disturbed
1_2_LE07_188023_20220301_00000000000000000002,,deciduous
1_2_LE07_188023_20220301_00000000000000000003,,grassland_mowed
1_2_LE07_188023_20220301_00000000000000000004,,fields_cultivated
1_2_LE07_188023_20220301_00000000000000000005,,fields_abandoned
1_2_LE07_188023_20220301_00000000000000000006,0.22077916061855923,wetlands
1_2_LE07_188023_20220317_00000000000000000000,,conifer_disturbed
1_2_LE07_188023_20220317_00000000000000000001,,conifer_not_disturbed
1_2_LE07_188023_20220317_00000000000000000002,,deciduous
1_2_LE07_188023_20220317_00000000000000000003,,grassland_mowed
1_2_LE07_188023_20220317_00000000000000000004,,fields_cultivated
1_2_LE07_188023_20220317_00000000000000000005,,fields_abandoned
1_2_LE07_188023_20220317_00000000000000000006,,wetlands
1_2_LE07_188023_20220603_00000000000000000000,,conifer_disturbed
1_2_LE07_188023_20220603_00000000000000000001,,conifer_not_disturbed
1_2_LE07_188023_20220603_00000000000000000002,,deciduous
1_2_LE07_188023_20220603_00000000000000000003,,grassland_mowed
1_2_LE07_188023_20220603_00000000000000000004,,fields_cultivated
1_2_LE07_188023_20220603_00000000000000000005,,fields_abandoned
1_2_LE07_188023_20220603_00000000000000000006,0.8205121733083942,wetlands
1_2_LE07_188023_20220810_00000000000000000000,,conifer_disturbed
1_2_LE07_188023_20220810_00000000000000000001,,conifer_not_disturbed
1_2_LE07_188023_20220810_00000000000000000002,,deciduous
1_2_LE07_188023_20220810_00000000000000000003,,grassland_mowed
1_2_LE07_188023_20220810_00000000000000000004,,fields_cultivated
1_2_LE07_188023_20220810_00000000000000000005,,fields_abandoned
1_2_LE07_188023_20220810_00000000000000000006,0.8311182685990902,wetlands
1_2_LE07_188023_20220827_00000000000000000000,,conifer_disturbed
1_2_LE07_188023_20220827_00000000000000000001,,conifer_not_disturbed
1_2_LE07_188023_20220827_00000000000000000002,,deciduous
1_2_LE07_188023_20220827_00000000000000000003,,grassland_mowed
1_2_LE07_188023_20220827_00000000000000000004,,fields_cultivated
1_2_LE07_188023_20220827_00000000000000000005,,fields_abandoned
1_2_LE07_188023_20220827_00000000000000000006,,wetlands
1_2_LE07_188025_19990809_00000000000000000000,0.8642921742538536,conifer_disturbed
1_2_LE07_188025_19990809_00000000000000000001,0.837410819849174,conifer_not_disturbed
1_2_LE07_188025_19990809_00000000000000000002,0.8941857477156476,deciduous
1_2_LE07_188025_19990809_00000000000000000003,0.3880333461726327,grassland_mowed
1_2_LE07_188025_19990809_00000000000000000004,0.3722800271354456,fields_cultivated
1_2_LE07_188025_19990809_00000000000000000005,0.788740728703337,fields_abandoned
1_2_LE07_188025_19990809_00000000000000000006,,wetlands
1_2_LE07_188025_19990910_00000000000000000000,,conifer_disturbed
1_2_LE07_188025_19990910_00000000000000000001,0.7396820731861009,conifer_not_disturbed
1_2_LE07_188025_19990910_00000000000000000002,0.8719168222126406,deciduous
1_2_LE07_188025_19990910_00000000000000000003,0.7533599981654633,grassland_mowed
1_2_LE07_188025_19990910_00000000000000000004,0.44730750628312105,fields_cultivated
1_2_LE07_188025_19990910_00000000000000000005,0.6911743591448866,fields_abandoned
1_2_LE07_188025_19990910_00000000000000000006,,wetlands
1_2_LE07_188025_20000421_00000000000000000000,0.5659376254438196,conifer_disturbed
1_2_LE07_188025_20000421_00000000000000000001,0.6708961403866786,conifer_not_disturbed
1_2_LE07_188025_20000421_00000000000000000002,0.45937622753726226,deciduous
1_2_LE07_188025_20000421_00000000000000000003,0.714823056643862,grassland_mowed
1_2_LE07_188025_20000421_00000000000000000004,0.22997926049629971,fields_cultivated
1_2_LE07_188025_20000421_00000000000000000005,0.5199479748866331,fields_abandoned
1_2_LE07_188025_20000421_00000000000000000006,,wetlands
1_2_LE07_188025_20000507_00000000000000000000,0.6595613095797035,conifer_disturbed
1_2_LE07_188025_20000507_00000000000000000001,0.7426862444653662,conifer_not_disturbed
1_2_LE07_188025_20000507_00000000000000000002,0.8927213068309074,deciduous
1_2_LE07_188025_20000507_00000000000000000003,0.7654922712195606,grassland_mowed
1_2_LE07_188025_20000507_00000000000000000004,0.442224964738936,fields_cultivated
1_2_LE07_188025_20000507_00000000000000000005,0.754488117971958,fields_abandoned
1_2_LE07_188025_20000507_00000000000000000006,,wetlands
1_2_LE07_188025_20000608_00000000000000000000,,conifer_disturbed
1_2_LE07_188025_20000608_00000000000000000001,,conifer_not_disturbed
1_2_LE07_188025_20000608_00000000000000000002,,deciduous
1_2_LE07_188025_20000608_00000000000000000003,,grassland_mowed
1_2_LE07_188025_20000608_00000000000000000004,,fields_cultivated
1_2_LE07_188025_20000608_00000000000000000005,,fields_abandoned
1_2_LE07_188025_20000608_00000000000000000006,,wetlands
1_2_LE07_188025_20000726_00000000000000000000,0.5384958501866643,conifer_disturbed
1_2_LE07_188025_20000726_00000000000000000001,0.7781844734947528,conifer_not_disturbed
1_2_LE07_188025_20000726_00000000000000000002,,deciduous
1_2_LE07_188025_20000726_00000000000000000003,0.792551732155859,grassland_mowed
1_2_LE07_188025_20000726_00000000000000000004,0.45584582221920883,fields_cultivated
1_2_LE07_188025_20000726_00000000000000000005,0.8265728646543953,fields_abandoned
1_2_LE07_188025_20000726_00000000000000000006,,wetlands
1_2_LE07_188025_20001014_00000000000000000000,,conifer_disturbed
1_2_LE07_188025_20001014_00000000000000000001,0.42863499588888165,conifer_not_disturbed
1_2_LE07_188025_20001014_00000000000000000002,,deciduous
1_2_LE07_188025_20001014_00000000000000000003,0.5010677130908757,grassland_mowed
1_2_LE07_188025_20001014_00000000000000000004,0.33234979379340307,fields_cultivated
1_2_LE07_188025_20001014_00000000000000000005,0.5371312484641751,fields_abandoned
1_2_LE07_188025_20001014_00000000000000000006,,wetlands
1_2_LE07_188025_20001030_00000000000000000000,0.7400684850736253,conifer_disturbed
1_2_LE07_188025_20001030_00000000000000000001,0.7476393768459904,conifer_not_disturbed
1_2_LE07_188025_20001030_00000000000000000002,0.54157097470545,deciduous
1_2_LE07_188025_20001030_00000000000000000003,0.6211126926151906,grassland_mowed
1_2_LE07_188025_20001030_00000000000000000004,0.5166475716103498,fields_cultivated
1_2_LE07_188025_20001030_00000000000000000005,0.5814168792694251,fields_abandoned
1_2_LE07_188025_20001030_00000000000000000006,,wetlands
1_2_LE07_188025_20001201_00000000000000000000,0.7828669863016505,conifer_disturbed
1_2_LE07_188025_20001201_00000000000000000001,0.7485762188263718,conifer_not_disturbed
1_2_LE07_188025_20001201_00000000000000000002,0.5307966719827107,deciduous
1_2_LE07_188025_20001201_00000000000000000003,0.4556020501722389,grassland_mowed
1_2_LE07_188025_20001201_00000000000000000004,0.426025672913954,fields_cultivated
1_2_LE07_188025_20001201_00000000000000000005,0.3971058800685532,fields_abandoned
1_2_LE07_188025_20001201_00000000000000000006,,wetlands
1_2_LE07_188025_20010203_00000000000000000000,,conifer_disturbed
1_2_LE07_188025_20010203_00000000000000000001,,conifer_not_disturbed
1_2_LE07_188025_20010203_00000000000000000002,0.09639926572671796,deciduous
1_2_LE07_188025_20010203_00000000000000000003,,grassland_mowed
1_2_LE07_188025_20010203_00000000000000000004,,fields_cultivated
1_2_LE07_188025_20010203_00000000000000000005,,fields_abandoned
1_2_LE07_188025_20010203_00000000000000000006,,wetlands
1_2_LE07_188025_20010307_00000000000000000000,0.42555055587162904,conifer_disturbed
1_2_LE07_188025_20010307_00000000000000000001,0.4904775892076596,conifer_not_disturbed
1_2_LE07_188025_20010307_00000000000000000002,,deciduous
1_2_LE07_188025_20010307_00000000000000000003,0.3683919725788228,grassland_mowed
1_2_LE07_188025_20010307_00000000000000000004,0.27793888496478397,fields_cultivated
1_2_LE07_188025_20010307_00000000000000000005,0.2971693786205689,fields_abandoned
1_2_LE07_188025_20010307_00000000000000000006,,wetlands
1_2_LE07_188025_20010510_00000000000000000000,0.4961903162716067,conifer_disturbed
1_2_LE07_188025_20010510_00000000000000000001,,conifer_not_disturbed
1_2_LE07_188025_20010510_00000000000000000002,0.8570729188133966,deciduous
1_2_LE07_188025_20010510_00000000000000000003,0.785942062796277,grassland_mowed
1_2_LE07_188025_20010510_00000000000000000004,0.34924186169926225,fields_cultivated
1_2_LE07_188025_20010510_00000000000000000005,0.7598886906602461,fields_abandoned
1_2_LE07_188025_20010510_00000000000000000006,,wetlands
1_2_LE07_188025_20010526_00000000000000000000,0.6688988019030196,conifer_disturbed
1_2_LE07_188025_20010526_00000000000000000001,0.7593867319401844,conifer_not_disturbed
1_2_LE07_188025_20010526_00000000000000000002,0.8579206150934106,deciduous
1_2_LE07_188025_20010526_00000000000000000003,0.7946995213472438,grassland_mowed
1_2_LE07_188025_20010526_00000000000000000004,0.4500887059146956,fields_cultivated
1_2_LE07_188025_20010526_00000000000000000005,0.7911239624269811,fields_abandoned
1_2_LE07_188025_20010526_00000000000000000006,,wetlands
1_2_LE07_188025_20010627_00000000000000000000,,conifer_disturbed
1_2_LE07_188025_20010627_00000000000000000001,0.8172634023571773,conifer_not_disturbed
1_2_LE07_188025_20010627_00000000000000000002,0.7535307561213515,deciduous
1_2_LE07_188025_20010627_00000000000000000003,0.6168698645938703,grassland_mowed
1_2_LE07_188025_20010627_00000000000000000004,0.45060192396695664,fields_cultivated
1_2_LE07_188025_20010627_00000000000000000005,0.7212305012134481,fields_abandoned
1_2_LE07_188025_20010627_00000000000000000006,,wetlands
1_2_LE07_188025_20010713_00000000000000000000,0.7823189364297582,conifer_disturbed
1_2_LE07_188025_20010713_00000000000000000001,0.8666674815923352,conifer_not_disturbed
1_2_LE07_188025_20010713_00000000000000000002,1.0025454998465573,deciduous
1_2_LE07_188025_20010713_00000000000000000003,0.5330940735431272,grassland_mowed
1_2_LE07_188025_20010713_00000000000000000004,0.4470203480823635,fields_cultivated
1_2_LE07_188025_20010713_00000000000000000005,0.8120287408782706,fields_abandoned
1_2_LE07_188025_20010713_00000000000000000006,,wetlands
1_2_LE07_188025_20010729_00000000000000000000,,conifer_disturbed
1_2_LE07_188025_20010729_00000000000000000001,,conifer_not_disturbed
1_2_LE07_188025_20010729_00000000000000000002,,deciduous
1_2_LE07_188025_20010729_00000000000000000003,,grassland_mowed
1_2_LE07_188025_20010729_00000000000000000004,,fields_cultivated
1_2_LE07_188025_20010729_00000000000000000005,,fields_abandoned
1_2_LE07_188025_20010729_00000000000000000006,,wetlands
1_2_LE07_188025_20010830_00000000000000000000,0.6313824501942022,conifer_disturbed
1_2_LE07_188025_20010830_00000000000000000001,0.7763039502430081,conifer_not_disturbed
1_2_LE07_188025_20010830_00000000000000000002,0.8674696598277067,deciduous
1_2_LE07_188025_20010830_00000000000000000003,0.5144788219743237,grassland_mowed
1_2_LE07_188025_20010830_00000000000000000004,0.42257541047418157,fields_cultivated
1_2_LE07_188025_20010830_00000000000000000005,0.499075793025372,fields_abandoned
1_2_LE07_188025_20010830_00000000000000000006,,wetlands
1_2_LE07_188025_20020411_00000000000000000000,-0.43036256613152385,conifer_disturbed
1_2_LE07_188025_20020411_00000000000000000001,0.49701465244691756,conifer_not_disturbed
1_2_LE07_188025_20020411_00000000000000000002,0.18271805555206141,deciduous
1_2_LE07_188025_20020411_00000000000000000003,0.4563514942439109,grassland_mowed
1_2_LE07_188025_20020411_00000000000000000004,0.1447015893287428,fields_cultivated
1_2_LE07_188025_20020411_00000000000000000005,0.42247742921442505,fields_abandoned
1_2_LE07_188025_20020411_00000000000000000006,,wetlands
1_2_LE07_188025_20020716_00000000000000000000,0.7591330836281981,conifer_disturbed
1_2_LE07_188025_20020716_00000000000000000001,0.8236300347983151,conifer_not_disturbed
1_2_LE07_188025_20020716_00000000000000000002,0.8788851853674617,deciduous
1_2_LE07_188025_20020716_00000000000000000003,0.7245541253017113,grassland_mowed
1_2_LE07_188025_20020716_00000000000000000004,0.4522903425888078,fields_cultivated
1_2_LE07_188025_20020716_00000000000000000005,0.7523314994954033,fields_abandoned
1_2_LE07_188025_20020716_00000000000000000006,,wetlands
1_2_LE07_188025_20020801_00000000000000000000,,conifer_disturbed
1_2_LE07_188025_20020801_00000000000000000001,0.8557680294343172,conifer_not_disturbed
1_2_LE07_188025_20020801_00000000000000000002,,deciduous
1_2_LE07_188025_20020801_00000000000000000003,,grassland_mowed
1_2_LE07_188025_20020801_00000000000000000004,,fields_cultivated
1_2_LE07_188025_20020801_00000000000000000005,,fields_abandoned
1_2_LE07_188025_20020801_00000000000000000006,,wetlands
1_2_LE07_188025_20020817_00000000000000000000,0.7931482827441806,conifer_disturbed
1_2_LE07_188025_20020817_00000000000000000001,0.8473525925390877,conifer_not_disturbed
1_2_LE07_188025_20020817_00000000000000000002,0.8892945950592512,deciduous
1_2_LE07_188025_20020817_00000000000000000003,0.74154486483583,grassland_mowed
1_2_LE07_188025_20020817_00000000000000000004,0.5311489461840995,fields_cultivated
1_2_LE07_188025_20020817_00000000000000000005,0.7758092185759009,fields_abandoned
1_2_LE07_188025_20020817_00000000000000000006,,wetlands
1_2_LE07_188025_20030108_00000000000000000000,,conifer_disturbed
1_2_LE07_188025_20030108_00000000000000000001,-0.010712149518562818,conifer_not_disturbed
1_2_LE07_188025_20030108_00000000000000000002,-0.010768802485915316,deciduous
1_2_LE07_188025_20030108_00000000000000000003,,grassland_mowed
1_2_LE07_188025_20030108_00000000000000000004,,fields_cultivated
1_2_LE07_188025_20030108_00000000000000000005,,fields_abandoned
1_2_LE07_188025_20030108_00000000000000000006,,wetlands
1_2_LE07_188025_20030225_00000000000000000000,0.48758552339135597,conifer_disturbed
1_2_LE07_188025_20030225_00000000000000000001,0.4884446661496157,conifer_not_disturbed
1_2_LE07_188025_20030225_00000000000000000002,,deciduous
1_2_LE07_188025_20030225_00000000000000000003,,grassland_mowed
1_2_LE07_188025_20030225_00000000000000000004,,fields_cultivated
1_2_LE07_188025_20030225_00000000000000000005,,fields_abandoned
1_2_LE07_188025_20030225_00000000000000000006,,wetlands
1_2_LE07_188025_20030329_00000000000000000000,0.5328640157336214,conifer_disturbed
1_2_LE07_188025_20030329_00000000000000000001,0.38581552372123284,conifer_not_disturbed
1_2_LE07_188025_20030329_00000000000000000002,0.2728777289647479,deciduous
1_2_LE07_188025_20030329_00000000000000000003,0.05788118334827881,grassland_mowed
1_2_LE07_188025_20030329_00000000000000000004,0.02484984949864183,fields_cultivated
1_2_LE07_188025_20030329_00000000000000000005,0.04575528741194835,fields_abandoned
1_2_LE07_188025_20030329_00000000000000000006,,wetlands
1_2_LE07_188025_20030430_00000000000000000000,0.6049510242642033,conifer_disturbed
1_2_LE07_188025_20030430_00000000000000000001,0.6448904770658644,conifer_not_disturbed
1_2_LE07_188025_20030430_00000000000000000002,0.46222849641302244,deciduous
1_2_LE07_188025_20030430_00000000000000000003,0.2618647949076914,grassland_mowed
1_2_LE07_188025_20030430_00000000000000000004,0.18006436756994373,fields_cultivated
1_2_LE07_188025_20030430_00000000000000000005,0.32322016935239023,fields_abandoned
1_2_LE07_188025_20030430_00000000000000000006,,wetlands
1_2_LE07_188025_20030921_00000000000000000000,0.8030367847718018,conifer_disturbed
1_2_LE07_188025_20030921_00000000000000000001,0.7906971374127665,conifer_not_disturbed
1_2_LE07_188025_20030921_00000000000000000002,0.8467610765341965,deciduous
1_2_LE07_188025_20030921_00000000000000000003,0.6480215280921526,grassland_mowed
1_2_LE07_188025_20030921_00000000000000000004,0.18236013773131446,fields_cultivated
1_2_LE07_188025_20030921_00000000000000000005,0.6487303012437964,fields_abandoned
1_2_LE07_188025_20030921_00000000000000000006,,wetlands
1_2_LE07_188025_20031210_00000000000000000000,0.7096576681602348,conifer_disturbed
1_2_LE07_188025_20031210_00000000000000000001,0.6322910013983444,conifer_not_disturbed
1_2_LE07_188025_20031210_00000000000000000002,,deciduous
1_2_LE07_188025_20031210_00000000000000000003,,grassland_mowed
1_2_LE07_188025_20031210_00000000000000000004,,fields_cultivated
1_2_LE07_188025_20031210_00000000000000000005,,fields_abandoned
1_2_LE07_188025_20031210_00000000000000000006,,wetlands
1_2_LE07_188025_20040331_00000000000000000000,0.49886646411910573,conifer_disturbed
1_2_LE07_188025_20040331_00000000000000000001,0.522834200319099,conifer_not_disturbed
1_2_LE07_188025_20040331_00000000000000000002,0.10259920290511895,deciduous
1_2_LE07_188025_20040331_00000000000000000003,0.3407093698450974,grassland_mowed
1_2_LE07_188025_20040331_00000000000000000004,0.43653985606095613,fields_cultivated
1_2_LE07_188025_20040331_00000000000000000005,0.34512998584615223,fields_abandoned
1_2_LE07_188025_20040331_00000000000000000006,,wetlands
1_2_LE07_188025_20040806_00000000000000000000,,conifer_disturbed
1_2_LE07_188025_20040806_00000000000000000001,,conifer_not_disturbed
1_2_LE07_188025_20040806_00000000000000000002,,deciduous
1_2_LE07_188025_20040806_00000000000000000003,0.7867893204154142,grassland_mowed
1_2_LE07_188025_20040806_00000000000000000004,0.1952327681311569,fields_cultivated
1_2_LE07_188025_20040806_00000000000000000005,0.7694761598722918,fields_abandoned
1_2_LE07_188025_20040806_00000000000000000006,,wetlands
1_2_LE07_188025_20040907_00000000000000000000,,conifer_disturbed
1_2_LE07_188025_20040907_00000000000000000001,0.7860862367042911,conifer_not_disturbed
1_2_LE07_188025_20040907_00000000000000000002,0.883568535693942,deciduous
1_2_LE07_188025_20040907_00000000000000000003,0.8041090018148602,grassland_mowed
1_2_LE07_188025_20040907_00000000000000000004,0.8038757781440476,fields_cultivated
1_2_LE07_188025_20040907_00000000000000000005,0.7583118745348206,fields_abandoned
1_2_LE07_188025_20040907_00000000000000000006,,wetlands
1_2_LE07_188025_20050302_00000000000000000000,,conifer_disturbed
1_2_LE07_188025_20050302_00000000000000000001,,conifer_not_disturbed
1_2_LE07_188025_20050302_00000000000000000002,,deciduous
1_2_LE07_188025_20050302_00000000000000000003,,grassland_mowed
1_2_LE07_188025_20050302_00000000000000000004,,fields_cultivated
1_2_LE07_188025_20050302_00000000000000000005,,fields_abandoned
1_2_LE07_188025_20050302_00000000000000000006,,wetlands
1_2_LE07_188025_20050403_00000000000000000000,0.47013697010963323,conifer_disturbed
1_2_LE07_188025_20050403_00000000000000000001,0.42136179161525583,conifer_not_disturbed
1_2_LE07_188025_20050403_00000000000000000002,0.3971594313576931,deciduous
1_2_LE07_188025_20050403_00000000000000000003,0.2317753922859113,grassland_mowed
1_2_LE07_188025_20050403_00000000000000000004,0.4050826813946277,fields_cultivated
1_2_LE07_188025_20050403_00000000000000000005,0.26751794903079634,fields_abandoned
1_2_LE07_188025_20050403_00000000000000000006,,wetlands
1_2_LE07_188025_20050521_00000000000000000000,0.6650422800282907,conifer_disturbed
1_2_LE07_188025_20050521_00000000000000000001,0.7602893845199551,conifer_not_disturbed
1_2_LE07_188025_20050521_00000000000000000002,0.8627394272618223,deciduous
1_2_LE07_188025_20050521_00000000000000000003,0.8230216043118137,grassland_mowed
1_2_LE07_188025_20050521_00000000000000000004,0.24889541920605565,fields_cultivated
1_2_LE07_188025_20050521_00000000000000000005,0.801542135862251,fields_abandoned
1_2_LE07_188025_20050521_00000000000000000006,,wetlands
1_2_LE07_188025_20050926_00000000000000000000,0.8083009399108583,conifer_disturbed
1_2_LE07_188025_20050926_00000000000000000001,0.8323100097493038,conifer_not_disturbed
1_2_LE07_188025_20050926_00000000000000000002,0.8383372551110864,deciduous
1_2_LE07_188025_20050926_00000000000000000003,0.5852264734317629,grassland_mowed
1_2_LE07_188025_20050926_00000000000000000004,0.2741474812204854,fields_cultivated
1_2_LE07_188025_20050926_00000000000000000005,0.6887799285581501,fields_abandoned
1_2_LE07_188025_20050926_00000000000000000006,,wetlands
1_2_LE07_188025_20051012_00000000000000000000,0.7910904703278884,conifer_disturbed
1_2_LE07_188025_20051012_00000000000000000001,0.7621279290603589,conifer_not_disturbed
1_2_LE07_188025_20051012_00000000000000000002,0.7861736628759298,deciduous
1_2_LE07_188025_20051012_00000000000000000003,0.6657551076166651,grassland_mowed
1_2_LE07_188025_20051012_00000000000000000004,0.5550049019676834,fields_cultivated
1_2_LE07_188025_20051012_00000000000000000005,0.6115970389631639,fields_abandoned
1_2_LE07_188025_20051012_00000000000000000006,,wetlands
1_2_LE07_188025_20051028_00000000000000000000,0.7635704496207184,conifer_disturbed
1_2_LE07_188025_20051028_00000000000000000001,0.8055116344381281,conifer_not_disturbed
1_2_LE07_188025_20051028_00000000000000000002,0.5085375702613386,deciduous
1_2_LE07_188025_20051028_00000000000000000003,0.6589104883330711,grassland_mowed
1_2_LE07_188025_20051028_00000000000000000004,0.7022325100208074,fields_cultivated
1_2_LE07_188025_20051028_00000000000000000005,0.5291237500544984,fields_abandoned
1_2_LE07_188025_20051028_00000000000000000006,,wetlands
1_2_LE07_188025_20051129_00000000000000000000,,conifer_disturbed
1_2_LE07_188025_20051129_00000000000000000001,,conifer_not_disturbed
1_2_LE07_188025_20051129_00000000000000000002,0.21124047465411933,deciduous
1_2_LE07_188025_20051129_00000000000000000003,,grassland_mowed
1_2_LE07_188025_20051129_00000000000000000004,,fields_cultivated
1_2_LE07_188025_20051129_00000000000000000005,,fields_abandoned
1_2_LE07_188025_20051129_00000000000000000006,,wetlands
1_2_LE07_188025_20060508_00000000000000000000,0.5942100185182702,conifer_disturbed
1_2_LE07_188025_20060508_00000000000000000001,,conifer_not_disturbed
1_2_LE07_188025_20060508_00000000000000000002,0.8282991737139189,deciduous
1_2_LE07_188025_20060508_00000000000000000003,0.6048230917547704,grassland_mowed
1_2_LE07_188025_20060508_00000000000000000004,0.27523312223590946,fields_cultivated
1_2_LE07_188025_20060508_00000000000000000005,0.5950133177819447,fields_abandoned
1_2_LE07_188025_20060508_00000000000000000006,,wetlands
1_2_LE07_188025_20060625_00000000000000000000,,conifer_disturbed
1_2_LE07_188025_20060625_00000000000000000001,0.8457612410028993,conifer_not_disturbed
1_2_LE07_188025_20060625_00000000000000000002,0.9158917414606527,deciduous
1_2_LE07_188025_20060625_00000000000000000003,0.7908670510381504,grassland_mowed
1_2_LE07_188025_20060625_00000000000000000004,0.5064065644114524,fields_cultivated
1_2_LE07_188025_20060625_00000000000000000005,0.7600750340056763,fields_abandoned
1_2_LE07_188025_20060625_00000000000000000006,,wetlands
1_2_LE07_188025_20060711_00000000000000000000,0.7951289271257382,conifer_disturbed
1_2_LE07_188025_20060711_00000000000000000001,0.8485465774774541,conifer_not_disturbed
1_2_LE07_188025_20060711_00000000000000000002,0.908383162999768,deciduous
1_2_LE07_188025_20060711_00000000000000000003,0.7470248427955613,grassland_mowed
1_2_LE07_188025_20060711_00000000000000000004,0.2333360491120439,fields_cultivated
1_2_LE07_188025_20060711_00000000000000000005,0.8489189553031835,fields_abandoned
1_2_LE07_188025_20060711_00000000000000000006,,wetlands
1_2_LE07_188025_20060727_00000000000000000000,,conifer_disturbed
1_2_LE07_188025_20060727_00000000000000000001,,conifer_not_disturbed
1_2_LE07_188025_20060727_00000000000000000002,0.8894079924743041,deciduous
1_2_LE07_188025_20060727_00000000000000000003,0.45298366402869217,grassland_mowed
1_2_LE07_188025_20060727_00000000000000000004,0.3103265521463854,fields_cultivated
1_2_LE07_188025_20060727_00000000000000000005,0.7764639678415184,fields_abandoned
1_2_LE07_188025_20060727_00000000000000000006,,wetlands
1_2_LE07_188025_20061116_00000000000000000000,0.668677434387166,conifer_disturbed
1_2_LE07_188025_20061116_00000000000000000001,0.694995040192926,conifer_not_disturbed
1_2_LE07_188025_20061116_00000000000000000002,0.5176217361825304,deciduous
1_2_LE07_188025_20061116_00000000000000000003,0.505926179250858,grassland_mowed
1_2_LE07_188025_20061116_00000000000000000004,0.18759096077441784,fields_cultivated
1_2_LE07_188025_20061116_00000000000000000005,0.3977388262078615,fields_abandoned
1_2_LE07_188025_20061116_00000000000000000006,,wetlands
1_2_LE07_188025_20061202_00000000000000000000,,conifer_disturbed
1_2_LE07_188025_20061202_00000000000000000001,0.6930210146424954,conifer_not_disturbed
1_2_LE07_188025_20061202_00000000000000000002,0.5246881192270109,deciduous
1_2_LE07_188025_20061202_00000000000000000003,0.37620990486131306,grassland_mowed
1_2_LE07_188025_20061202_00000000000000000004,0.1883781903366912,fields_cultivated
1_2_LE07_188025_20061202_00000000000000000005,0.293312334078304,fields_abandoned
1_2_LE07_188025_20061202_00000000000000000006,,wetlands
1_2_LE07_188025_20070425_00000000000000000000,0.6487229250532397,conifer_disturbed
1_2_LE07_188025_20070425_00000000000000000001,,conifer_not_disturbed
1_2_LE07_188025_20070425_00000000000000000002,0.5683437961414097,deciduous
1_2_LE07_188025_20070425_00000000000000000003,0.5515432624982866,grassland_mowed
1_2_LE07_188025_20070425_00000000000000000004,,fields_cultivated
1_2_LE07_188025_20070425_00000000000000000005,0.6070080089049019,fields_abandoned
1_2_LE07_188025_20070425_00000000000000000006,,wetlands
1_2_LE07_188025_20070612_00000000000000000000,0.406304789748567,conifer_disturbed
1_2_LE07_188025_20070612_00000000000000000001,0.8132070167110483,conifer_not_disturbed
1_2_LE07_188025_20070612_00000000000000000002,0.8912922326623773,deciduous
1_2_LE07_188025_20070612_00000000000000000003,0.5415389198187999,grassland_mowed
1_2_LE07_188025_20070612_00000000000000000004,0.4410110420391006,fields_cultivated
1_2_LE07_188025_20070612_00000000000000000005,0.8067343329374443,fields_abandoned
1_2_LE07_188025_20070612_00000000000000000006,,wetlands
1_2_LE07_188025_20070815_00000000000000000000,,conifer_disturbed
1_2_LE07_188025_20070815_00000000000000000001,0.8603922680874094,conifer_not_disturbed
1_2_LE07_188025_20070815_00000000000000000002,0.8916056894381778,deciduous
1_2_LE07_188025_20070815_00000000000000000003,0.7397561041378176,grassland_mowed
1_2_LE07_188025_20070815_00000000000000000004,0.310512945717666,fields_cultivated
1_2_LE07_188025_20070815_00000000000000000005,0.7352571919664546,fields_abandoned
1_2_LE07_188025_20070815_00000000000000000006,,wetlands
1_2_LE07_188025_20071205_00000000000000000000,0.21374270364005135,conifer_disturbed
1_2_LE07_188025_20071205_00000000000000000001,0.8900218560267816,conifer_not_disturbed
1_2_LE07_188025_20071205_00000000000000000002,0.5094529734908938,deciduous
1_2_LE07_188025_20071205_00000000000000000003,0.4995026038751195,grassland_mowed
1_2_LE07_188025_20071205_00000000000000000004,0.38621913965320503,fields_cultivated
1_2_LE07_188025_20071205_00000000000000000005,0.2610727987001235,fields_abandoned
1_2_LE07_188025_20071205_00000000000000000006,,wetlands
1_2_LE07_188025_20080310_00000000000000000000,,conifer_disturbed
1_2_LE07_188025_20080310_00000000000000000001,0.56824758136871,conifer_not_disturbed
1_2_LE07_188025_20080310_00000000000000000002,0.40959232111162147,deciduous
1_2_LE07_188025_20080310_00000000000000000003,0.3243192218106298,grassland_mowed
1_2_LE07_188025_20080310_00000000000000000004,0.31683583534988985,fields_cultivated
1_2_LE07_188025_20080310_00000000000000000005,0.28661576539538947,fields_abandoned
1_2_LE07_188025_20080310_00000000000000000006,,wetlands
1_2_LE07_188025_20080427_00000000000000000000,0.5656748250953889,conifer_disturbed
1_2_LE07_188025_20080427_00000000000000000001,0.7467566898225754,conifer_not_disturbed
1_2_LE07_188025_20080427_00000000000000000002,0.4943199912468091,deciduous
